2710,"Education, Youth, Culture and Sport",2006-02-23,2006-02-23,Bálint Magyar,Med,Minister for Education,SZDSZ,1,Ferenc Gyurcsány 1
2711,General Affairs,2006-02-27,2006-02-27,Ferenc Somogyi,MFA,Minister for Foreign Affairs,bezp.,1,Ferenc Gyurcsány 1
2712,External Relations,2006-02-27,2006-02-27,Ferenc Somogyi,MFA,Minister for Foreign Affairs,bezp.,1,Ferenc Gyurcsány 1
2713,Environment,2006-03-09,2006-03-09,Miklós Persányi,MEWM,Minister for the Environment and Water Management,bezp.,1,Ferenc Gyurcsány 1
2714,"Employment, Social Policy, Health and Consumer Affairs",2006-03-10,2006-03-10,Gábor Csizmár,MLE,"State Secretary, Ministry of Labour and Employment",MSZP,0,Ferenc Gyurcsány 1
2715,Competitiveness,2006-03-13,2006-03-13,Etele Baráth,gov.,Minister without portfolio responsible for European Affairs,MSZP,1,Ferenc Gyurcsány 1
2715,Competitiveness,2006-03-13,2006-03-13,Miklós Boda,MRT,"State Secretary, Ministry of Research and Technology",?,1,Ferenc Gyurcsány 1
2716,Economic and Financial Affairs,2006-03-14,2006-03-14,János Veres,MF,Minister for Finance,MSZP,1,Ferenc Gyurcsány 1
2717,"Transport, Telecommunications and Energy",2006-03-14,2006-03-14,János Kóka,MEAT,Minister for Economy Affairs and transport,SZDSZ,1,Ferenc Gyurcsány 1
2718,General Affairs,2006-03-20,2006-03-20,Ferenc Somogyi,MFA,Minister for Foreign Affairs,bezp.,1,Ferenc Gyurcsány 1
2718,General Affairs,2006-03-20,2006-03-20,Etele Baráth,gov.,Minister without portfolio responsible for European Affairs,MSZP,1,Ferenc Gyurcsány 1
2719,External Relations,2006-03-20,2006-03-20,Ferenc Somogyi,MFA,Minister for Foreign Affairs,bezp.,1,Ferenc Gyurcsány 1
2719,External Relations,2006-03-20,2006-03-20,Etele Baráth,gov.,Minister without portfolio responsible for European Affairs,bezp.,1,Ferenc Gyurcsány 1
2720,Agriculture and Fisheries,2006-03-20,2006-03-20,József Gráf,MARD,Minister of Agriculture and Rural Development,MSZP,1,Ferenc Gyurcsány 1
2721,"Transport, Telecommunications and Energy",2006-03-27,2006-03-27,Egon Dienes-Oehm,PerRep,Deputy permanent representative,KDNP,0,Ferenc Gyurcsány 1
2722,General Affairs,2006-04-10,2006-04-10,Ferenc Somogyi,MFA,Minister for Foreign Affairs,bezp.,1,Ferenc Gyurcsány 1
2723,External Relations,2006-04-10,2006-04-11,Ferenc Somogyi,MFA,Minister for Foreign Affairs,bezp.,1,Ferenc Gyurcsány 1
2723,External Relations,2006-04-10,2006-04-11,András Bársony,MFA,"Political State Secretary, Ministry of Foreign Affairs",MSZP,1,Ferenc Gyurcsány 1
2724,Agriculture and Fisheries,2006-04-25,2006-04-25,József Gráf,MARD,Minister of Agriculture and Rural Development,MSZP,1,Ferenc Gyurcsány 1
2725,Justice and Home Affairs,2006-04-27,2006-04-28,Miklós Faragó,MJ,"Political State Secretary, Ministry of Justice",SZDSZ,0,Ferenc Gyurcsány 1
2725,Justice and Home Affairs,2006-04-27,2006-04-28,Krisztina Berta,MI,Deputy State Secretary for EU and international affairs,bezp.,0,Ferenc Gyurcsány 1
2726,Economic and Financial Affairs,2006-05-05,2006-05-05,János Veres,MF,Minister for Finance,MSZP,1,Ferenc Gyurcsány 1
2727,General Affairs,2006-05-15,2006-05-15,Ferenc Somogyi,MFA,Minister for Foreign Affairs,bezp.,1,Ferenc Gyurcsány 1
2728,External Relations,2006-05-15,2006-05-15,Ferenc Somogyi,MFA,Minister for Foreign Affairs,bezp.,1,Ferenc Gyurcsány 1
2728,External Relations,2006-05-15,2006-05-15,Imre Iváncsik,MD,"Political State Secretary, Ministry of Defence",MSZP,1,Ferenc Gyurcsány 1
2729,"Education, Youth, Culture and Sport",2006-05-18,2006-05-19,András Bozóki,MCH,Minister for Cultural Heritage,bezp.,1,Ferenc Gyurcsány 1
2729,"Education, Youth, Culture and Sport",2006-05-18,2006-05-19,Bálint Magyar,Med,Minister for Education,SZDSZ,1,Ferenc Gyurcsány 1
2730,Agriculture and Fisheries,2006-05-22,2006-05-22,József Gráf,MARD,Minister of Agriculture and Rural Development,MSZP,1,Ferenc Gyurcsány 1
2731,Competitiveness,2006-05-29,2006-05-30,Péter Gottfried,MFA,"Head of State Secretariat for Integration and External Economic Relations, Ministry of Foreign Affairs",bezp.,0,Ferenc Gyurcsány 1
2731,Competitiveness,2006-05-29,2006-05-30,Miklós Boda,MRT,"State Secretary, Ministry of Research and Technology",?,0,Ferenc Gyurcsány 1
2732,Justice and Home Affairs,2006-06-01,2006-06-02,Krisztina Berta,MI,Deputy State Secretary for EU and international affairs,bezp.,0,Ferenc Gyurcsány 1
2732,Justice and Home Affairs,2006-06-01,2006-06-02,Judit Fazekas,MJLE,"Deputy State Secretary, Ministry of Justice",?,0,Ferenc Gyurcsány 1
2733,"Employment, Social Policy, Health and Consumer Affairs",2006-06-01,2006-06-02,Gábor Csizmár,MLE,"State Secretary, Ministry of Labour and Employment",MSZP,0,Ferenc Gyurcsány 1
2733,"Employment, Social Policy, Health and Consumer Affairs",2006-06-01,2006-06-02,Gábor Kapócs,MH,"Undersecretary of State, Ministry of Health",?,0,Ferenc Gyurcsány 1
2734,Economic and Financial Affairs,2006-06-07,2006-06-07,János Veres,MF,Minister for Finance,MSZP,1,Ferenc Gyurcsány 1
2735,"Transport, Telecommunications and Energy",2006-06-08,2006-06-09,György Hatvani,MEAT,"Deputy State Secretary, Ministry of Economic Affairs and Transport",?,0,Ferenc Gyurcsány 1
2735,"Transport, Telecommunications and Energy",2006-06-08,2006-06-09,Zsolt Csaba Horváth,MEAT,"Deputy State Secretary, Ministry of Economic Affairs and Transport",MSZP,0,Ferenc Gyurcsány 1
2736,General Affairs,2006-06-12,2006-06-12,Kinga Göncz,MFA,Minister of Foreign Affairs,MSZP,1,Ferenc Gyurcsány 2
2737,External Relations,2006-06-12,2006-06-12,Kinga Göncz,MFA,Minister of Foreign Affairs,MSZP,1,Ferenc Gyurcsány 2
2738,Heads of State or Government,2006-06-16,2006-06-16,Ferenc Gyurcsány,PM,Prime minister,MSZP,1,Ferenc Gyurcsány 2
2739,Agriculture and Fisheries,2006-06-19,2006-06-19,József Gráf,MARD,Minister of Agriculture and Rural Development,MSZP,1,Ferenc Gyurcsány 2
2740,Environment,2006-06-27,2006-06-27,Miklós Persányi,MEWM,Minister for the Environment and Water Management,bezp.,1,Ferenc Gyurcsány 2
2741,Economic and Financial Affairs,2006-07-11,2006-07-11,János Veres,MF,Minister for Finance,MSZP,1,Ferenc Gyurcsány 2
2742,Economic and Financial Affairs,2006-07-14,2006-07-14,Tamás Katona,MF,State secretary,MSZP,0,Ferenc Gyurcsány 2
2743,General Affairs,2006-07-17,2006-07-17,Kinga Göncz,MFA,Minister of Foreign Affairs,MSZP,1,Ferenc Gyurcsány 2
2744,External Relations,2006-07-17,2006-07-18,Kinga Göncz,MFA,Minister of Foreign Affairs,MSZP,1,Ferenc Gyurcsány 2
2745,Agriculture and Fisheries,2006-07-18,2006-07-18,József Gráf,MARD,Minister of Agriculture and Rural Development,MSZP,1,Ferenc Gyurcsány 2
2746,Justice and Home Affairs,2006-07-24,2006-07-24,Judit Fazekas,MJLE,"Deputy State Secretary, Ministry of Justice",?,0,Ferenc Gyurcsány 2
2746,Justice and Home Affairs,2006-07-24,2006-07-24,Ferenc Kondorosi,MJ,"State Secretary, Ministry of Justice",MSZP,0,Ferenc Gyurcsány 2
2747,Competitiveness,2006-07-24,2006-07-24,Miklós Boda,MRT,"State Secretary, Ministry of Research and Technology",?,0,Ferenc Gyurcsány 2
2748,General Affairs,2006-09-15,2006-09-15,Kinga Göncz,MFA,Minister of Foreign Affairs,MSZP,1,Ferenc Gyurcsány 2
2749,External Relations,2006-09-15,2006-09-15,Kinga Göncz,MFA,Minister of Foreign Affairs,MSZP,1,Ferenc Gyurcsány 2
2750,Agriculture and Fisheries,2006-09-18,2006-09-18,Zoltán Gögös,MARD,"Senior State Secretary, Ministry of Agriculture and Rural Development",MSZP,0,Ferenc Gyurcsány 2
2751,Competitiveness,2006-09-25,2006-09-25,János Kóka,MEAT,Minister for Economy Affairs and transport,SZDSZ,1,Ferenc Gyurcsány 2
2752,Justice and Home Affairs,2006-10-05,2006-10-06,Ferenc Kondorosi,MJ,"State Secretary, Ministry of Justice",MSZP,0,Ferenc Gyurcsány 2
2753,Economic and Financial Affairs,2006-10-10,2006-10-10,János Veres,MF,Minister for Finance,MSZP,1,Ferenc Gyurcsány 2
2754,"Transport, Telecommunications and Energy",2006-10-12,2006-10-12,Balázs Felsmann,MEAT,"State Secretary, Ministry of Economic Affairs and Transport",bezp.,0,Ferenc Gyurcsány 2
2755,General Affairs,2006-10-17,2006-10-17,Kinga Göncz,MFA,Minister of Foreign Affairs,MSZP,1,Ferenc Gyurcsány 2
2755,General Affairs,2006-10-17,2006-10-17,Lázlo Várkonyi,MNDEA,"Director General, Ministry of National Development and
Director General, Ministry of National Development and
Director General, Ministry of National Development and Economic Affairs",?,1,Ferenc Gyurcsány 2
2756,External Relations,2006-10-16,2006-10-17,Kinga Göncz,MFA,Minister of Foreign Affairs,MSZP,1,Ferenc Gyurcsány 2
2756,External Relations,2006-10-16,2006-10-17,Ábel Garamhegyi,MNDEA,"State Secretary, Ministry of National Development and Economic Affairs",SZDSZ,1,Ferenc Gyurcsány 2
2756,External Relations,2006-10-16,2006-10-17,Lázlo Várkonyi,MNDEA,"Director General, Ministry of National Development and
Director General, Ministry of National Development and
Director General, Ministry of National Development and Economic Affairs",?,1,Ferenc Gyurcsány 2
2757,Environment,2006-10-23,2006-10-23,Kálmán Kovács,MEPWM,"State Secretary, Ministry of Environmental Protection and Water Management",SZDSZ,0,Ferenc Gyurcsány 2
2758,Agriculture and Fisheries,2006-10-24,2006-10-25,József Gráf,MARD,Minister of Agriculture and Rural Development,MSZP,1,Ferenc Gyurcsány 2
2759,Economic and Financial Affairs,2006-11-07,2006-11-07,János Veres,MF,Minister for Finance,MSZP,1,Ferenc Gyurcsány 2
2760,General Affairs,2006-11-13,2006-11-13,Kinga Göncz,MFA,Minister of Foreign Affairs,MSZP,1,Ferenc Gyurcsány 2
2761,External Relations,2006-11-13,2006-11-13,Kinga Göncz,MFA,Minister of Foreign Affairs,MSZP,1,Ferenc Gyurcsány 2
2761,External Relations,2006-11-13,2006-11-13,József Bali,MD,State secretary,MSZP,1,Ferenc Gyurcsány 2
2762,"Education, Youth, Culture and Sport",2006-11-13,2006-11-14,Gergely Arató,MEC,"Secretary of State, Ministry of Education and Culture",MSZP,0,Ferenc Gyurcsány 2
2763,Agriculture and Fisheries,2006-11-20,2006-11-21,József Gráf,MARD,Minister of Agriculture and Rural Development,MSZP,1,Ferenc Gyurcsány 2
2764,Economic and Financial Affairs,2006-11-21,2006-11-21,Miklós Tátrai,MF,"State Secretary, Ministry of Finance",MSZP,0,Ferenc Gyurcsány 2
2765,"Transport, Telecommunications and Energy",2006-11-23,2006-11-23,János Kóka,MEAT,Minister for Economy Affairs and transport,SZDSZ,1,Ferenc Gyurcsány 2
2766,Economic and Financial Affairs,2006-11-28,2006-11-28,János Veres,MF,Minister for Finance,MSZP,1,Ferenc Gyurcsány 2
2767,"Employment, Social Policy, Health and Consumer Affairs",2006-11-30,2006-11-30,Gábor Csizmár,MLE,"State Secretary, Ministry of Labour and Employment",MSZP,0,Ferenc Gyurcsány 2
2767,"Employment, Social Policy, Health and Consumer Affairs",2006-11-30,2006-11-30,Ágnes Horváth,MH,"State Secretary, Ministry for Health",SZDSZ,0,Ferenc Gyurcsány 2
2768,Justice and Home Affairs,2006-12-04,2006-12-05,József Petrétei,MJLE,Minister of Justice and Law Enforcement,bezp.,1,Ferenc Gyurcsány 2
2769,Competitiveness,2006-12-04,2006-12-04,Géza Egyed,MEAT,"State Secretary (with special responsibility), Ministry of Economic Affairs and Transport",?,0,Ferenc Gyurcsány 2
2770,General Affairs,2006-12-11,2006-12-11,Kinga Göncz,MFA,Minister of Foreign Affairs,MSZP,1,Ferenc Gyurcsány 2
2771,External Relations,2006-12-11,2006-12-12,Kinga Göncz,MFA,Minister of Foreign Affairs,MSZP,1,Ferenc Gyurcsány 2
2772,"Transport, Telecommunications and Energy",2006-12-11,2006-12-12,Balázs Felsmann,MEAT,"State Secretary, Ministry of Economic Affairs and Transport",bezp.,0,Ferenc Gyurcsány 2
2773,Environment,2006-12-18,2006-12-18,Miklós Persányi,MEWM,Minister for the Environment and Water Management,bezp.,1,Ferenc Gyurcsány 2
2774,Agriculture and Fisheries,2006-12-19,2006-12-21,József Gráf,MARD,Minister of Agriculture and Rural Development,MSZP,1,Ferenc Gyurcsány 2
2775,General Affairs,2007-01-22,2007-01-22,Kinga Göncz,MFA,Minister of Foreign Affairs,MSZP,1,Ferenc Gyurcsány 2
2776,External Relations,2007-01-22,2007-01-22,Kinga Göncz,MFA,Minister of Foreign Affairs,MSZP,1,Ferenc Gyurcsány 2
2777,Agriculture and Fisheries,2007-01-29,2007-01-29,József Gráf,MARD,Minister of Agriculture and Rural Development,MSZP,1,Ferenc Gyurcsány 2
2778,Economic and Financial Affairs,2007-01-30,2007-01-30,János Veres,MF,Minister for Finance,MSZP,1,Ferenc Gyurcsány 2
2779,General Affairs,2007-02-12,2007-02-12,Kinga Göncz,MFA,Minister of Foreign Affairs,MSZP,1,Ferenc Gyurcsány 2
2780,External Relations,2007-02-12,2007-02-12,Kinga Göncz,MFA,Minister of Foreign Affairs,MSZP,1,Ferenc Gyurcsány 2
2781,Justice and Home Affairs,2007-02-15,2007-02-15,József Petrétei,MJLE,Minister of Justice and Law Enforcement,bezp.,1,Ferenc Gyurcsány 2
2782,"Transport, Telecommunications and Energy",2007-02-15,2007-02-15,Barázs Felsmann,MEAT,"State Secretary, Ministry of Economic Affairs and Transport",?,0,Ferenc Gyurcsány 2
2783,"Education, Youth, Culture and Sport",2007-02-16,2007-02-16,Egon Dienes-Oehm,PerRep,Deputy permanent representative,KDNP,0,Ferenc Gyurcsány 2
2784,Competitiveness,2007-02-19,2007-02-19,Géza Egyed,MEAT,"State Secretary (with special responsibility), Ministry of Economic Affairs and Transport",?,0,Ferenc Gyurcsány 2
2785,Environment,2007-02-20,2007-02-20,Miklós Persányi,MEWM,Minister for the Environment and Water Management,bezp.,1,Ferenc Gyurcsány 2
2786,"Employment, Social Policy, Health and Consumer Affairs",2007-02-22,2007-02-22,Gábor Csizmár,MLE,"State Secretary, Ministry of Labour and Employment",MSZP,0,Ferenc Gyurcsány 2
2787,Economic and Financial Affairs,2007-02-27,2007-02-27,János Veres,MF,Minister for Finance,MSZP,1,Ferenc Gyurcsány 2
2788,General Affairs,2007-03-05,2007-03-05,Kinga Göncz,MFA,Minister of Foreign Affairs,MSZP,1,Ferenc Gyurcsány 2
2788,General Affairs,2007-03-05,2007-03-05,Gábor Iván,PerRep,Permanent representative,?,1,Ferenc Gyurcsány 2
2789,External Relations,2007-03-05,2007-03-05,Kinga Göncz,MFA,Minister of Foreign Affairs,MSZP,1,Ferenc Gyurcsány 2
2789,External Relations,2007-03-05,2007-03-05,Gábor Iván,PerRep,Permanent representative,?,1,Ferenc Gyurcsány 2
2790,Agriculture and Fisheries,2007-03-19,2007-03-19,József Gráf,MARD,Minister of Agriculture and Rural Development,MSZP,1,Ferenc Gyurcsány 2
2791,"Transport, Telecommunications and Energy",2007-03-22,2007-03-22,Barázs Felsmann,MEAT,"State Secretary, Ministry of Economic Affairs and Transport",?,0,Ferenc Gyurcsány 2
2792,Economic and Financial Affairs,2006-03-27,2006-03-27,János Veres,MF,Minister for Finance,MSZP,1,Ferenc Gyurcsány 2
2793,Agriculture and Fisheries,2007-04-16,2007-04-16,József Gráf,MARD,Minister of Agriculture and Rural Development,MSZP,1,Ferenc Gyurcsány 2
2794,Justice and Home Affairs,2007-04-19,2007-04-20,József Petrétei,MJLE,Minister of Justice and Law Enforcement,bezp.,1,Ferenc Gyurcsány 2
2795,General Affairs,2007-04-23,2007-04-24,Kinga Göncz,MFA,Minister of Foreign Affairs,MSZP,1,Ferenc Gyurcsány 2
2796,External Relations,2007-04-23,2007-04-24,Kinga Göncz,MFA,Minister of Foreign Affairs,MSZP,1,Ferenc Gyurcsány 2
2797,Agriculture and Fisheries,2007-05-07,2007-05-07,József Gráf,MARD,Minister of Agriculture and Rural Development,MSZP,1,Ferenc Gyurcsány 2
2798,Economic and Financial Affairs,2007-05-08,2007-05-08,János Veres,MF,Minister for Finance,MSZP,1,Ferenc Gyurcsány 2
2799,General Affairs,2007-05-14,2007-05-14,Kinga Göncz,MFA,Minister of Foreign Affairs,MSZP,1,Ferenc Gyurcsány 2
2800,External Relations,2007-05-14,2007-05-15,Kinga Göncz,MFA,Minister of Foreign Affairs,MSZP,1,Ferenc Gyurcsány 2
2800,External Relations,2007-05-14,2007-05-15,Imre Szekeres,MD,Minister of Defence,MSZP,1,Ferenc Gyurcsány 2
2800,External Relations,2007-05-14,2007-05-15,Lázlo Várkonyi,MNDEA,"Director General, Ministry of National Development and
Director General, Ministry of National Development and
Director General, Ministry of National Development and Economic Affairs",?,1,Ferenc Gyurcsány 2
2801,Competitiveness,2007-05-21,2007-05-22,Lászlo Herczog,MSAL,Minister for Social Affairs and Labour,bezp.,1,Ferenc Gyurcsány 2
2801,Competitiveness,2007-05-21,2007-05-22,Géza Egyed,MEAT,"State Secretary (with special responsibility), Ministry of Economic Affairs and Transport",?,1,Ferenc Gyurcsány 2
2802,"Education, Youth, Culture and Sport",2007-05-24,2007-05-25,István Hiller,MEC,Minister for Education and Culture,MSZP,1,Ferenc Gyurcsány 2
2803,"Employment, Social Policy, Health and Consumer Affairs",2007-05-30,2007-05-31,Gábor Csizmár,MLE,"State Secretary, Ministry of Labour and Employment",MSZP,0,Ferenc Gyurcsány 2
2803,"Employment, Social Policy, Health and Consumer Affairs",2007-05-30,2007-05-31,Ágnes Horváth,MH,"State Secretary, Ministry for Health",SZDSZ,0,Ferenc Gyurcsány 2
2804,Economic and Financial Affairs,2007-06-05,2007-06-05,János Veres,MF,Minister for Finance,MSZP,1,Ferenc Gyurcsány 2
2805,"Transport, Telecommunications and Energy",2007-06-07,2007-06-07,Barázs Felsmann,MEAT,"State Secretary, Ministry of Economic Affairs and Transport",?,0,Ferenc Gyurcsány 2
2806,Agriculture and Fisheries,2007-06-11,2007-06-12,József Gráf,MARD,Minister of Agriculture and Rural Development,MSZP,1,Ferenc Gyurcsány 2
2807,Justice and Home Affairs,2007-06-12,2007-06-13,Albert Takács,MJLE,Minister for Justice and Law Enforcement,bezp.,1,Ferenc Gyurcsány 2
2808,General Affairs,2007-06-17,2007-06-18,Kinga Göncz,MFA,Minister of Foreign Affairs,MSZP,1,Ferenc Gyurcsány 2
2809,External Relations,2007-06-18,2007-06-18,Kinga Göncz,MFA,Minister of Foreign Affairs,MSZP,1,Ferenc Gyurcsány 2
2810,Heads of State or Government,2007-06-21,2007-06-21,Ferenc Gyurcsány,PM,Prime minister,MSZP,1,Ferenc Gyurcsány 2
2811,Competitiveness,2007-06-25,2007-06-25,Géza Egyed,MEAT,"State Secretary (with special responsibility), Ministry of Economic Affairs and Transport",?,0,Ferenc Gyurcsány 2
2812,Environment,2007-06-28,2007-06-28,Egon Dienes-Oehm,PerRep,Deputy permanent representative,KDNP,0,Ferenc Gyurcsány 2
2813,Economic and Financial Affairs,2007-07-10,2007-07-10,János Veres,MF,Minister for Finance,MSZP,1,Ferenc Gyurcsány 2
2814,Economic and Financial Affairs,2007-07-13,2007-07-13,Miklós Tátrai,MF,"State Secretary, Ministry of Finance",MSZP,0,Ferenc Gyurcsány 2
2815,Agriculture and Fisheries,2007-07-16,2007-07-16,József Gráf,MARD,Minister of Agriculture and Rural Development,MSZP,1,Ferenc Gyurcsány 2
2816,General Affairs,2007-07-23,2007-07-23,Kinga Göncz,MFA,Minister of Foreign Affairs,MSZP,1,Ferenc Gyurcsány 2
2817,External Relations,2007-07-23,2007-07-24,Kinga Göncz,MFA,Minister of Foreign Affairs,MSZP,1,Ferenc Gyurcsány 2
2818,Justice and Home Affairs,2007-09-18,2007-09-18,Judit Fazekas,MJLE,"Secretary of state, Ministry of justice and law enforcement",?,0,Ferenc Gyurcsány 2
2819,Agriculture and Fisheries,2007-09-26,2007-09-26,József Gráf,MARD,Minister of Agriculture and Rural Development,MSZP,1,Ferenc Gyurcsány 2
2820,Competitiveness,2007-09-28,2007-09-28,Géza Egyed,MEAT,"State Secretary (with special responsibility), Ministry of Economic Affairs and Transport",?,0,Ferenc Gyurcsány 2
2821,"Transport, Telecommunications and Energy",2007-10-01,2007-10-02,Barázs Felsmann,MEAT,"State Secretary, Ministry of Economic Affairs and Transport",?,0,Ferenc Gyurcsány 2
2822,Economic and Financial Affairs,2007-10-09,2007-10-09,János Veres,MF,Minister for Finance,MSZP,1,Ferenc Gyurcsány 2
2823,General Affairs,2007-10-15,2007-10-15,Kinga Göncz,MFA,Minister of Foreign Affairs,MSZP,1,Ferenc Gyurcsány 2
2824,External Relations,2007-10-15,2007-10-16,Kinga Göncz,MFA,Minister of Foreign Affairs,MSZP,1,Ferenc Gyurcsány 2
2825,Agriculture and Fisheries,2007-10-22,2007-10-23,Ádam Ficsor,MARD,"State Secretary (with special responsibility), Ministry of Agriculture and Rural Development",MSZP,0,Ferenc Gyurcsány 2
2826,Environment,2007-10-30,2007-10-30,Gábor Fodor,MEWT,Minister for the Environment and Water Management,SZDSZ,1,Ferenc Gyurcsány 2
2827,Justice and Home Affairs,2007-11-08,2007-11-09,Albert Takács,MJLE,Minister for Justice and Law Enforcement,bezp.,1,Ferenc Gyurcsány 2
2828,Economic and Financial Affairs,2007-11-13,2007-11-13,János Veres,MF,Minister for Finance,MSZP,1,Ferenc Gyurcsány 2
2829,"Education, Youth, Culture and Sport",2007-11-15,2007-11-16,Agnes Vargha,PerRep,Deputy permanent representative,bezp.,0,Ferenc Gyurcsány 2
2830,General Affairs,2007-11-19,2007-11-19,Kinga Göncz,MFA,Minister of Foreign Affairs,MSZP,1,Ferenc Gyurcsány 2
2831,External Relations,2007-11-19,2007-11-20,Kinga Göncz,MFA,Minister of Foreign Affairs,MSZP,1,Ferenc Gyurcsány 2
2831,External Relations,2007-11-19,2007-11-20,József Bali,MD,State secretary,MSZP,1,Ferenc Gyurcsány 2
2832,Competitiveness,2007-11-22,2007-11-23,Géza Egyed,MEAT,"State Secretary (with special responsibility), Ministry of Economic Affairs and Transport",?,0,Ferenc Gyurcsány 2
2833,Economic and Financial Affairs,2007-11-23,2007-11-23,Tibor Kiss,PerRep,Permanent representative,?,0,Ferenc Gyurcsány 2
2834,Agriculture and Fisheries,2007-11-26,2007-11-27,József Gráf,MARD,Minister of Agriculture and Rural Development,MSZP,1,Ferenc Gyurcsány 2
2835,"Transport, Telecommunications and Energy",2007-11-29,2007-11-29,János Kóka,MEAT,Minister for Economy Affairs and transport,SZDSZ,1,Ferenc Gyurcsány 2
2836,"Employment, Social Policy, Health and Consumer Affairs",2007-12-04,2007-12-04,János Veres,MF,Minister for Finance,MSZP,1,Ferenc Gyurcsány 2
2837,"Employment, Social Policy, Health and Consumer Affairs",2007-12-05,2007-12-06,Gábor Csizmár,MLE,"State Secretary, Ministry of Labour and Employment",MSZP,0,Ferenc Gyurcsány 2
2837,"Employment, Social Policy, Health and Consumer Affairs",2007-12-05,2007-12-06,Ágnes Horváth,MH,"State Secretary, Ministry for Health",SZDSZ,0,Ferenc Gyurcsány 2
2838,Justice and Home Affairs,2007-12-06,2007-12-07,Albert Takács,MJLE,Minister for Justice and Law Enforcement,bezp.,1,Ferenc Gyurcsány 2
2839,General Affairs,2007-12-10,2007-12-10,Kinga Göncz,MFA,Minister of Foreign Affairs,MSZP,1,Ferenc Gyurcsány 2
2840,External Relations,2007-12-10,2007-12-10,Kinga Göncz,MFA,Minister of Foreign Affairs,MSZP,1,Ferenc Gyurcsány 2
2841,Agriculture and Fisheries,2007-12-17,2007-12-19,József Gráf,MARD,Minister of Agriculture and Rural Development,MSZP,1,Ferenc Gyurcsány 2
2842,Environment,2007-12-20,2007-12-20,Gábor Fodor,MEWT,Minister for the Environment and Water Management,SZDSZ,1,Ferenc Gyurcsány 2
2843,Economic and Financial Affairs,2008-01-22,2008-01-22,János Veres,MF,Minister for Finance,MSZP,1,Ferenc Gyurcsány 2
2844,Agriculture and Fisheries,2008-01-21,2008-01-21,József Gráf,MARD,Minister of Agriculture and Rural Development,MSZP,1,Ferenc Gyurcsány 2
2845,General Affairs,2008-01-28,2008-01-28,Kinga Göncz,MFA,Minister of Foreign Affairs,MSZP,1,Ferenc Gyurcsány 2
2846,External Relations,2008-01-28,2008-01-28,Kinga Göncz,MFA,Minister of Foreign Affairs,MSZP,1,Ferenc Gyurcsány 2
2847,Economic and Financial Affairs,2008-02-12,2008-02-12,János Veres,MF,Minister for Finance,MSZP,1,Ferenc Gyurcsány 2
2848,"Education, Youth, Culture and Sport",2008-02-14,2008-02-14,István Hiller,MEC,Minister for Education and Culture,MSZP,1,Ferenc Gyurcsány 2
2849,Agriculture and Fisheries,2008-02-18,2008-02-18,József Gráf,MARD,Minister of Agriculture and Rural Development,MSZP,1,Ferenc Gyurcsány 2
2850,General Affairs,2008-02-18,2008-02-18,Kinga Göncz,MFA,Minister of Foreign Affairs,MSZP,1,Ferenc Gyurcsány 2
2851,External Relations,2008-02-18,2008-02-18,Kinga Göncz,MFA,Minister of Foreign Affairs,MSZP,1,Ferenc Gyurcsány 2
2852,Competitiveness,2008-02-25,2008-02-25,Csaba Kákosy,MEAT,Minister for Economy Affairs and transport,bezp.,1,Ferenc Gyurcsány 2
2853,Justice and Home Affairs,2008-02-28,2008-02-28,Tibor Draskovics,MJHA,Minister for Justice and Home Affairs,bezp.,1,Ferenc Gyurcsány 2
2854,"Transport, Telecommunications and Energy",2008-02-28,2008-02-28,Csaba Kákosy,MEAT,Minister for Economy Affairs and transport,bezp.,1,Ferenc Gyurcsány 2
2855,"Employment, Social Policy, Health and Consumer Affairs",2008-02-29,2008-02-29,Gábor Simon,MSAL,"State Secretary, Ministry of Social Affairs and Labour",MSZP,0,Ferenc Gyurcsány 2
2856,Environment,2008-03-03,2008-03-03,Gábor Fodor,MEWT,Minister for the Environment and Water Management,SZDSZ,1,Ferenc Gyurcsány 2
2857,Economic and Financial Affairs,2008-03-04,2008-03-04,János Veres,MF,Minister for Finance,MSZP,1,Ferenc Gyurcsány 2
2858,General Affairs,2008-03-10,2008-03-10,Kinga Göncz,MFA,Minister of Foreign Affairs,MSZP,1,Ferenc Gyurcsány 2
2859,External Relations,2008-03-10,2008-03-10,Kinga Göncz,MFA,Minister of Foreign Affairs,MSZP,1,Ferenc Gyurcsány 2
2860,Agriculture and Fisheries,2008-03-17,2008-03-17,József Gráf,MARD,Minister of Agriculture and Rural Development,MSZP,1,Ferenc Gyurcsány 2
2861,"Transport, Telecommunications and Energy",2008-04-07,2008-04-07,Barázs Felsmann,MEAT,"State Secretary, Ministry of Economic Affairs and Transport",?,0,Ferenc Gyurcsány 2
2862,Agriculture and Fisheries,2008-04-14,2008-04-14,Barnabás Forgács,MARD,"State Secretary (with special responsibility), Ministry of Agriculture and Rural Development",MSZP,0,Ferenc Gyurcsány 2
2863,Justice and Home Affairs,2008-04-18,2008-04-18,Tibor Draskovics,MJHA,Minister for Justice and Home Affairs,bezp.,1,Ferenc Gyurcsány 2
2864,General Affairs,2008-04-29,2008-04-29,Kinga Göncz,MFA,Minister of Foreign Affairs,MSZP,1,Ferenc Gyurcsány 2
2865,External Relations,2008-04-29,2008-04-29,Kinga Göncz,MFA,Minister of Foreign Affairs,MSZP,1,Ferenc Gyurcsány 2
